"lat" "lon" "nl" "sample" "hhid" "cons" "weight" "rururb" "room" "metal"
-11.3125 33.4799 0 1 "0480-001" 0.0250629465885126 623.538024902344 "rural" 2 FALSE
-11.3125 33.4799 0 1 "0492-001" 0.0139142397612863 623.538024902344 "rural" 2 FALSE
-11.3125 33.4799 0 1 "0482-001" 0.00453802490195387 619.150207519531 "rural" 1 FALSE
-11.3125 33.4799 0 1 "0494-001" 0.0130348771930082 605.469482421875 "rural" 3 FALSE
-11.3125 33.4799 0 1 "0484-001" 0.0200571354317485 615.138671875 "rural" 3 FALSE
-11.3125 33.4799 0 1 "0496-001" 0.0176085669440071 629.20361328125 "rural" 2 FALSE
-11.3125 33.4799 0 1 "0486-001" 0.0111837034442685 615.138671875 "rural" 3 FALSE
-11.3125 33.4799 0 1 "0498-001" 0.014030558626506 623.538024902344 "rural" 2 FALSE
-11.3125 33.4799 0 1 "0500-001" 0.0197930870113814 311.769012451172 "rural" 3 FALSE
-11.3125 33.4799 0 1 "0488-001" 0.0108856653398213 611.195007324219 "rural" 4 FALSE
-11.3125 33.4799 0 1 "0502-001" 0.00760288066105851 305.597503662109 "rural" 3 FALSE
-11.3125 33.4799 0 1 "0506-001" 0.00670001343828814 305.597503662109 "rural" 3 FALSE
-11.3125 33.4799 0 1 "0490-001" 0.0115577847818736 615.138671875 "rural" 3 FALSE
-11.3125 33.4799 0 1 "0504-001" 0.0102939548792942 615.138671875 "rural" 4 FALSE
-11.3125 33.4799 0 1 "0508-001" 0.0136266386162139 309.575103759766 "rural" 4 FALSE
-11.3433 33.6194 0 1 "0577-001" 0.0154383385300033 621.529541015625 "rural" 3 FALSE
-11.3433 33.6194 0 1 "0603-001" 0.0135400012911695 639.842712402344 "rural" 3 FALSE
-11.3433 33.6194 0 1 "0597-001" 0.00767842456853187 659.647277832031 "rural" 3 FALSE
-11.3433 33.6194 0 1 "0579-001" 0.0104673893540353 621.529541015625 "rural" 2 FALSE
-11.3433 33.6194 0 1 "0581-001" 0.0147450587057385 621.529541015625 "rural" 4 FALSE
-11.3433 33.6194 0 1 "0595-001" 0.0109290446010284 629.619262695312 "rural" 3 FALSE
-11.3433 33.6194 0 1 "0587-001" 0.00739481040904881 310.764770507812 "rural" 5 FALSE
-11.3433 33.6194 0 1 "0599-004" 0.00938833000952572 341.621246337891 "rural" 1 FALSE
-11.3433 33.6194 0 1 "0585-001" 0.0143307886357111 625.539916992188 "rural" 3 FALSE
-11.3433 33.6194 0 1 "0599-001" 0.00691024335546519 621.529541015625 "rural" 2 FALSE
-11.3433 33.6194 0 1 "0599-003" 0.0129744641357094 329.823638916016 "rural" 2 FALSE
-11.3433 33.6194 0 1 "0591-001" 0.0264644931314619 629.619262695312 "rural" 3 FALSE
-11.3433 33.6194 0 1 "0605-001" 0.0144384727468949 648.054443359375 "rural" 4 FALSE
-11.3433 33.6194 0 1 "0589-001" 0.00526244078499058 307.853637695312 "rural" 1 FALSE
-11.347255 33.755875 0.439882697947214 1 "0759-008" 0.0152405801666095 67.0266723632812 "urban" 3 FALSE
-11.349174 33.888682 0.87683284457478 1 "0635-002" 0.0126611745527599 41.770092010498 "urban" 2 FALSE
-11.372857 33.829686 0.606060606060606 1 "0428-001" 0.0324075331759786 250.641510009766 "rural" 4 FALSE
-11.37689 33.887753 1.70532915360502 1 "0727-005" 0.0840094435933314 49.7968521118164 "urban" 3 FALSE
-11.387758 33.857272 0.778571428571429 1 "3136-003" 0.00619825380321567 501.161071777344 "urban" 3 FALSE
-11.3927 33.6488 0 1 "0446-001" 0.0234061350677803 343.437896728516 "rural" 4 FALSE
-11.3927 33.6488 0 1 "0462-001" 0.0497145968607566 166.804122924805 "rural" 3 FALSE
-11.3927 33.6488 0 1 "0476-001" 0.00622067380747077 340.345458984375 "rural" 2 FALSE
-11.3927 33.6488 0 1 "0450-001" 0.0227872447159597 330.483123779297 "rural" 2 FALSE
-11.3927 33.6488 0 1 "0464-001" 0.0370188417805583 366.73291015625 "rural" 4 FALSE
-11.3927 33.6488 0 1 "0452-001" 0.0134836103523875 330.483123779297 "rural" 2 FALSE
-11.3927 33.6488 0 1 "0458-001" 0.010145743993733 337.950439453125 "rural" 2 FALSE
-11.3927 33.6488 0 1 "0468-001" 0.0256145644498578 347.845550537109 "rural" 3 FALSE
-11.3927 33.6488 0 1 "0456-001" 0.00378555910511962 347.845550537109 "rural" 3 FALSE
-11.3927 33.6488 0 1 "0470-001" 0.00507105844364025 165.241561889648 "rural" 4 FALSE
-11.3927 33.6488 0 1 "0466-001" 0.0152362392955927 343.437896728516 "rural" 2 FALSE
-11.3927 33.6488 0 1 "0472-002" 0.01333655238444 337.950439453125 "rural" 2 FALSE
-11.3927 33.6488 0 1 "0460-001" 0.0163084989996902 337.950439453125 "rural" 4 FALSE
-11.3927 33.6488 0 1 "0474-001" 0.0201202495946601 343.437896728516 "rural" 6 FALSE
-11.399111 33.98785 4.30844155844156 1 "0624-001" 0.0114576553052684 38.7727584838867 "urban" 5 FALSE
-11.4076 33.9949 5.24579124579125 1 "0613-001" 0.0135934702892708 73.3274765014648 "urban" 2 FALSE
-11.4076 33.9949 5.24579124579125 1 "0611-001" 0.0465830395217886 73.3274765014648 "urban" 3 FALSE
-11.4076 33.9949 5.24579124579125 1 "0609-001" 0.0236650476041377 38.7727584838867 "urban" 2 FALSE
-11.4076 33.9949 5.24579124579125 1 "0619-001" 0.0501863835164432 41.770092010498 "urban" 2 FALSE
-11.4076 33.9949 5.24579124579125 1 "0617-001" 0.00619947655899749 73.3274765014648 "urban" 2 FALSE
-11.4076 33.9949 5.24579124579125 1 "0635-001" 0.0365609012964793 73.3274765014648 "urban" 1 FALSE
-11.4076 33.9949 5.24579124579125 1 "0637-001" 0.0060969879025337 72.0387878417969 "urban" 2 FALSE
-11.4076 33.9949 5.24579124579125 1 "0621-001" 0.0475866597778149 41.770092010498 "urban" 3 FALSE
-11.4076 33.9949 5.24579124579125 1 "0623-001" 0.0108421441140401 72.0387878417969 "urban" 4 FALSE
-11.4076 33.9949 5.24579124579125 1 "0625-003" 0.0137323631501682 38.7727584838867 "urban" 3 FALSE
-11.4076 33.9949 5.24579124579125 1 "0627-001" 0.0289467207783231 75.9503555297852 "urban" 5 FALSE
-11.409529 34.004437 5.2972027972028 1 "0722-001" 0.00826643392629956 130.870101928711 "urban" 2 FALSE
-11.412552 33.999917 5.63703703703704 1 "0622-001" 0.0173236993141896 81.9395751953125 "urban" 3 FALSE
-11.41689 33.986358 6.22377622377622 1 "0752-004" 0.0153928651454002 39.2409172058105 "urban" 2 FALSE
-11.421743 33.898372 3.18076923076923 1 "0679-007" 0.0164610401489389 55.1741409301758 "urban" 2 FALSE
-11.4275 34.028 6.79370629370629 1 "0647-001" 0.016021198758549 66.5269622802734 "urban" 1 FALSE
-11.4275 34.028 6.79370629370629 1 "0645-001" 0.0134302970173912 66.5269622802734 "urban" 3 FALSE
-11.4275 34.028 6.79370629370629 1 "0641-001" 0.0433088608045797 31.5013484954834 "urban" 2 FALSE
-11.4275 34.028 6.79370629370629 1 "0653-001" 0.0183349792381397 31.5013484954834 "urban" 4 FALSE
-11.4275 34.028 6.79370629370629 1 "0643-001" 0.00883462905725111 58.3941040039062 "urban" 2 FALSE
-11.4275 34.028 6.79370629370629 1 "0643-003" 0.0118719802226591 31.5013484954834 "urban" 3 FALSE
-11.4275 34.028 6.79370629370629 1 "0641-002" 0.0115366558826059 31.5013484954834 "urban" 2 FALSE
-11.4275 34.028 6.79370629370629 1 "0669-001" 0.00954490265989488 56.1309242248535 "urban" 3 FALSE
-11.4275 34.028 6.79370629370629 1 "0657-001" 0.00668561039671885 58.3941040039062 "urban" 2 FALSE
-11.4275 34.028 6.79370629370629 1 "0669-004" 0.0254974389465298 31.5013484954834 "urban" 3 FALSE
-11.4275 34.028 6.79370629370629 1 "0659-001" 0.0188525694085071 66.5269622802734 "urban" 2 FALSE
-11.4275 34.028 6.79370629370629 1 "0671-001" 0.00878240303053175 56.1309242248535 "urban" 3 FALSE
-11.4275 34.028 6.79370629370629 1 "0649-001" 0.0434246257610106 66.5269622802734 "urban" 1 FALSE
-11.4275 34.028 6.79370629370629 1 "0661-001" 0.00669722869666681 66.5269622802734 "urban" 4 FALSE
-11.4275 34.028 6.79370629370629 1 "0651-001" 0.0103455897788659 58.3941040039062 "urban" 3 FALSE
-11.4275 34.028 6.79370629370629 1 "0663-001" 0.0103309990732307 56.1309242248535 "urban" 3 FALSE
-11.4275 34.028 6.79370629370629 1 "0665-001" 0.030749541771949 66.5269622802734 "urban" 3 FALSE
-11.4275 34.028 6.79370629370629 1 "0655-001" 0.0449122392937746 60.4828338623047 "urban" 4 FALSE
