"lat" "lon" "cons" "nl" "n" "sample"
-16.9855 35.2499 0.0108713883330079 0.0368550368550369 15 1
-16.952974 35.203069 0.0120983419266581 0.502673796791444 1 1
-16.943264 35.262911 0.0146647690260765 0.602272727272727 1 1
-16.934744 35.248479 0.0685236376582263 0.616477272727273 1 1
-16.6 34.9673 0.0133621331781325 0 21 1
-16.565765 34.917394 0.00344040805673712 0 1 1
-16.516117 34.892284 0.0111733346874561 0.472727272727273 1 1
-16.510482 34.990685 0.0310426061313191 0 1 1
-16.468463 34.876115 0.0292282090195687 1.53333333333333 1 1
-16.44548 34.885878 0.0584100347485856 1.80714285714286 1 1
-16.3153 34.6917 0.00870964100490896 0 18 1
-16.3024 35.0298 0.0101738741900576 0 17 1
-16.302158 35.180701 0.0100654891413498 0 1 1
-16.280007 35.126179 0.00737500216432422 0 1 1
-16.2669 34.8952 0.0107931534539592 5.12121212121212 13 1
-16.25722 34.999771 0.0239378474555859 0 1 1
-16.250927 34.92637 0.0591443189645013 3.25874125874126 1 1
-16.248542 35.171626 0.0139694353926987 0 1 1
-16.2456 35.1789 0.0133137320236926 0 15 1
-16.244051 35.035512 0.0260633002173562 0 1 1
-16.237161 34.914407 0.112227608830173 4.275 1 1
-16.234545 34.850633 0.0127937433868608 3.81118881118881 1 1
-16.1982 35.158 0.0166541909273474 0.370629370629371 18 1
-16.170324 34.918406 0.0159061788022338 0 1 1
-16.161615 34.956935 0.0128574708997581 0 1 1
-16.155 35.1218 0.0189089154139522 1.28333333333333 14 1
-16.133781 35.056042 0.0551928989703543 0.939393939393939 1 1
-16.133422 34.892603 0.014243075296861 0 1 1
-16.123843 35.341688 0.0320709138767039 0 1 1
-16.117742 35.526779 0.009363156758939 0 1 1
-16.1134 35.4092 0.0085704319118043 0 15 1
-16.104966 35.474296 0.0165147501159105 0 1 1
-16.103328 34.514921 0.0166379715465309 0 1 1
-16.099267 35.436203 0.00795949515591555 0 1 1
-16.093384 35.204566 0.0186418571612017 0.446969696969697 1 1
-16.091168 35.43689 0.0109700132574491 0 1 1
-16.088 35.0681 0.0170144471495832 0.709090909090909 15 1
-16.085984 35.088249 0.00734556241073567 1.32575757575758 1 1
-16.0832 35.5824 0.012542453948314 0 16 1
-16.080435 35.211187 0.0194637629466272 0.166666666666667 1 1
-16.07217 35.108012 0.0481210713871531 2.22314049586777 1 1
-16.06803 34.785003 0.0354758567931125 1.54545454545455 1 1
-16.066702 35.11005 0.0253485608003925 2.03305785123967 1 1
-16.066438 35.108358 0.0581538803127197 2.03305785123967 1 1
-16.062135 34.795216 0.0522046642403367 1.55833333333333 1 1
-16.061038 35.737369 0.0236061568756158 4.14393939393939 1 1
-16.058464 35.584214 0.0167812805480757 0 1 1
-16.0579 35.2362 0.0152341184171168 0 12 1
-16.056869 35.534726 0.0133320032469858 1.0495867768595 1 1
-16.054588 35.635999 0.00928504652769509 0.1 1 1
-16.053343 35.271643 0.0121156863888401 0.216666666666667 1 1
-16.038367 35.025675 0.0130113530812519 0 1 1
-16.037822 35.384394 0.00856068313468395 0 1 1
-16.0375 35.3545 0.0114545543373436 0.475 20 1
-16.032848 35.293251 0.0150429086140611 1.14876033057851 1 1
-16.031889 35.422877 0.0130877204266785 0.264462809917355 1 1
-16.024609 35.478691 0.017160342174281 2.07575757575758 1 1
-16.024386 35.258037 0.0238184242067937 0.512396694214876 1 1
