DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2000,All_Population_Density_2005,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2000,Malaria_2005,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015
TZ201000000438,TZGE61FL,TZ,2010,438,TZ2010DHS,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
TZ201000000439,TZGE61FL,TZ,2010,439,TZ2010DHS,177985.3906,207977.625,243614.6875,12323.99516,14163.62736,16550.33354,19386.24086,8807.888889,0.579222043,0.615217315,0.627306938,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,56.1,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.984071814,1714.333333,1675.238728,11175.09059,319616.6343,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.42279279232025146,3,3,3,26.90175438,24.42456055,27.39122772,28.0649128,27.87192917,24.547369,25.17193031,27.81754303,26.12807083,26.51228142,25.83684158,25.02631569,21.27272727,79273.1875,98868.04688,124729.0938,156886.5313,6308.359823,7867.669187,9925.625913,12484.63348
TZ201000000440,TZGE61FL,TZ,2010,440,TZ2010DHS,44498.375,51996.78125,60906.45313,123.2455842,141.6427268,165.5108952,193.8712616,9908.956647,0.00022403,0.000691548,0.001385425,2,3918.333333,3964.333333,4078.222222,3919.888889,4087.222222,4089.666667,4064.888889,31.71676301,8.0,0.287569238,0.465348214,0.602845059,0.416447786,0.07600368,0.093279591,0.07565502,0.034648649,1673.595376,7740.755493,26366.40537,322985.011,797.3,793.1,814.2,643.4,654.8,675.3,843.4,0.33198632134331596,1,1,0,27.08421707,24.37791443,27.49471664,27.99015617,27.79179573,24.56198502,25.39540672,27.70666122,26.28475952,26.5552578,25.65436172,24.78781891,114.566474,44266.71094,49980,57137.44531,65201.06641,140.9053172,159.0912811,181.8741371,207.5414403
TZ201000000441,TZGE61FL,TZ,2010,441,TZ2010DHS,73709.14844,86129.84375,100888.2266,204.1495997,234.6235065,274.1598076,321.1371993,10004.56131,0.002103219,0.005193126,0.009356115,2,3466,3539.727273,3653.909091,3550.909091,3700.909091,3622,3612.818182,34.97547684,8.0,0.265393169,0.434926499,0.570386953,0.425833583,0.075695597,0.09238781,0.074486107,0.103041797,1681.637602,10930.90932,24575.65358,318550.4252,799.1818182,799.0909091,822.7272727,653.1818182,642.5454545,667.9090909,845.1818182,0.45704318262250937,1,1,0,27.05321693,24.31541443,27.39071846,27.91040421,27.70429611,24.53323555,25.35565948,27.68191147,26.24525833,26.4955101,25.58836174,24.72332001,92.40599455,80331.78125,96098.6875,116619.9375,141497.7188,255.7040015,305.8916228,371.2127903,450.4012277
TZ201000000442,TZGE61FL,TZ,2010,442,TZ2010DHS,88410.57031,103308.5938,121010.5625,244.867589,281.4195857,328.8414673,385.1885838,10211.16667,0.001097469,0.003617045,0.007223534,2,3354.7,3418.2,3541,3433.2,3616.9,3577.3,3570.7,34.05978261,8.0,0.260293206,0.427398781,0.562735436,0.431215559,0.075243763,0.090890169,0.072460226,0.079739766,1686.262295,10157.14804,27872.34106,314097.9787,979.5833333,951.75,1037.416667,807.0833333,822.5833333,842.3333333,1120.25,0.31664567465310567,1,0,0,27.04428864,24.32921855,27.31595866,27.8632075,27.65206146,24.5563151,25.352211,27.68554942,26.23468018,26.45467885,25.55848185,24.70709229,79.60490463,75483.35938,90982.8125,111242.9609,135979.2031,240.2709953,289.6072869,354.0973422,432.8352466
TZ201000000443,TZGE61FL,TZ,2010,443,TZ2010DHS,233321.875,272638.8125,319355.625,646.2232813,742.6865948,867.8362938,1016.540526,9774.747774,0.027328546,0.045414292,0.071516783,2,2852.444444,2884.555556,2974.666667,2985.222222,3122.666667,3034,3038.222222,39.82369942,8.0,0.245822709,0.409350935,0.541617247,0.436606067,0.074462942,0.092972185,0.076572589,0.463678959,1686.178042,7157.686198,20760.46839,318235.5196,798.6,809.2,837.3,667.2,636.3,660.6,845.6,0.5783875645498743,1,1,0,27.04723104,24.35409546,27.21193949,27.83992513,27.63861084,24.62378184,25.38114929,27.71432749,26.27297211,26.32460531,25.59984843,24.75188446,48.46086957,245171.9531,301996.125,376719.3125,469041.1875,780.4065649,961.2835218,1199.134815,1493.00447
TZ201000000444,TZGE61FL,TZ,2010,444,TZ2010DHS,43952.29688,51358.67969,60159.00781,121.7331149,139.9045062,163.4797549,191.4920693,10381.61633,0.000263211,0.000934832,0.001747215,2,3832.166667,3962.833333,4113.166667,3723.333333,3913.666667,3886.166667,3865.833333,31.31707317,8.0,0.29309627,0.471646383,0.610930474,0.399595737,0.072028736,0.085315287,0.066883524,0.096866128,1676.808163,2500.41734,34035.41286,316706.4444,977,928.8333333,998,775.5,815.3333333,831.3333333,1095,0.19375761349995932,1,0,0,27.04795329,24.28255208,27.45229085,27.93053945,27.70772807,24.49997965,25.33421071,27.67688243,26.23001099,26.55901082,25.59681702,24.72409312,138.1795918,27730.56641,32080.14844,37641.67188,44164.44531,88.26913438,102.114284,119.8171629,140.5797956
TZ201000000445,TZGE61FL,TZ,2010,445,TZ2010DHS,77245.58594,90262.19531,105728.6641,213.9443307,245.8803367,287.3134912,336.5447904,10234.61538,0.000561571,0.002392561,0.004348179,2,3537.2,3606.6,3723.3,3538.7,3704.5,3665.8,3657.2,33.28021978,8.0,0.264647097,0.433820735,0.569798491,0.427621174,0.075124836,0.09043053,0.071899168,0.069020551,1683.884615,9487.243146,28088.35016,314928.1088,996.7272727,967.4545455,1060.545455,820.7272727,839,859.7272727,1144.818182,0.3139523669501036,1,0,0,27.05321693,24.31541443,27.39071846,27.91040611,27.70429611,24.53323746,25.35565758,27.68191147,26.24526024,26.4955101,25.58836174,24.72332001,91.43956044,64860.80078,77462.04688,93870.23438,113765.1094,206.4583411,246.5693533,298.7982362,362.1255902
TZ201000000446,TZGE61FL,TZ,2010,446,TZ2010DHS,41533.81641,48532.65625,56848.75,115.0347309,132.2062437,154.4842429,180.9551914,9429.043478,0.000255671,0.000612334,0.001532898,2,3842.1,3843.7,3939.1,3867.9,3995.4,3997.1,3991.3,31.24057971,8.0,0.294380332,0.475378605,0.612092676,0.410807976,0.072863698,0.091305714,0.074942011,0.066510687,1662.156522,7605.183698,22830.95029,329350.1697,783.7777778,767.8888889,843.7777778,648.4444444,664,685.7777778,831.8888889,0.2988338641266325,1,0,0,27.09223175,24.39076233,27.48693848,28.01359049,27.81094615,24.60578156,25.41614787,27.73866018,26.32097371,26.50860596,25.72618357,24.85488383,91.41091954,40515.92188,45840.97656,52527.03125,60089.6875,128.9661848,145.9163603,167.1987334,191.2714159
TZ201000000447,TZGE61FL,TZ,2010,447,TZ2010DHS,21737.99219,25401.05078,29753.5332,60.20694723,69.1941782,80.85405583,94.70843766,9526.772358,0.000336504,0.000582214,0.001028926,2,3923.571429,3879.571429,3993.714286,3780.142857,3915,3948.428571,3910,29.56734694,8.0,0.32034929,0.507798769,0.644473351,0.398920907,0.074220326,0.092400273,0.075047996,0.036681553,1654.853659,66.82075103,30045.36301,332629.9758,785.1666667,757.8333333,840.1666667,623.8333333,680.5,696.6666667,829.3333333,0.15209039911493524,1,1,0,27.09600067,24.35400009,27.55999947,28.02600098,27.82049942,24.54999924,25.4129982,27.70849991,26.30850029,26.54249954,25.67549896,24.79100037,149.2373541,15056.11719,16839.875,19054.70703,21494.30469,47.92510949,53.60298695,60.65301626,68.41849679
