"lat" "lon" "nl" "sample" "cluster" "hhid" "weight" "wealthscore"
-10.475024 34.183006 0.688311688311688 1 210 "      210  8" 393178 -49542
-10.475024 34.183006 0.688311688311688 1 210 "      210  1" 393178 253868
-10.475024 34.183006 0.688311688311688 1 210 "      210  7" 393178 116139
-10.475024 34.183006 0.688311688311688 1 210 "      210 21" 393178 -6759
-10.475024 34.183006 0.688311688311688 1 210 "      210  9" 393178 42584
-10.475024 34.183006 0.688311688311688 1 210 "      210 33" 393178 -48055
-10.475024 34.183006 0.688311688311688 1 210 "      210 32" 393178 58803
-10.475024 34.183006 0.688311688311688 1 210 "      210 31" 393178 30168
-10.475024 34.183006 0.688311688311688 1 210 "      210 28" 393178 -6509
-10.475024 34.183006 0.688311688311688 1 210 "      210 23" 393178 53269
-10.475024 34.183006 0.688311688311688 1 210 "      210 35" 393178 69339
-10.475024 34.183006 0.688311688311688 1 210 "      210 13" 393178 22364
-10.475024 34.183006 0.688311688311688 1 210 "      210 25" 393178 39027
-10.475024 34.183006 0.688311688311688 1 210 "      210  2" 393178 108523
-10.475024 34.183006 0.688311688311688 1 210 "      210 12" 393178 52483
-10.475024 34.183006 0.688311688311688 1 210 "      210 20" 393178 56063
-10.475024 34.183006 0.688311688311688 1 210 "      210  6" 393178 15322
-10.475024 34.183006 0.688311688311688 1 210 "      210 17" 393178 38653
-10.475024 34.183006 0.688311688311688 1 210 "      210 22" 393178 -34175
-10.475024 34.183006 0.688311688311688 1 210 "      210 24" 393178 -10438
