"lat" "lon" "wealthscore" "nl" "n" "sample"
4.290337 6.094226 -28697.1777777778 1.14685314685315 45 1
4.310359 6.190186 14090.6888888889 2.82154882154882 45 1
4.329421 6.035831 40085.3333333333 8.88275862068966 45 1
4.336703 6.259251 67029.4666666667 2.85862068965517 45 1
4.398368 7.16063 139443.511111111 22.812987012987 45 1
4.478648 7.496496 -70570.8444444444 6.8 45 1
4.482022 7.128664 24389.7333333333 15.657196969697 45 1
4.488672 7.163978 -86035.6222222222 14.7935606060606 45 1
4.534514 6.392616 93423.9777777778 9.46199701937407 45 1
4.53797 7.260129 -64446.0888888889 9.75967741935484 45 1
4.593376 5.668155 32377.4222222222 2.94805194805195 45 1
4.595597 7.720882 1192.90243902439 14.4065217391304 41 1
4.613304 8.036169 18844.2558139535 11.3275229357798 43 1
4.652164 7.935231 103445.933333333 6.75317420010157 45 1
4.652708 7.964213 60967.7333333333 6.45605223505776 45 1
4.665988 7.915869 102431.3 6.68864611783067 40 1
4.666389 8.113456 -26982.0465116279 5.45221445221445 43 1
4.684547 7.299867 32290.6444444444 7.83321587972751 45 1
4.687263 6.318596 52758.6222222222 6.82890442890443 45 1
4.703456 8.010666 -21300.1219512195 2.32725766362883 41 1
4.707788 7.293326 46594.6444444444 1.92734775540828 45 1
4.710534 8.273757 -54506.3023255814 1.92734775540828 43 1
4.711195 6.039983 56494.8 1.92734775540828 45 1
4.72675 6.869859 74685.2444444444 3.556 45 1
4.730406 7.449204 -19786.9302325581 4.45059948398847 43 1
4.731881 6.77287 102202.866666667 4.8078250863061 45 1
4.738061 7.436819 -33773.6222222222 6.16047619047619 45 1
4.758095 5.977875 -2125.84444444444 5.40716486902928 45 1
4.763969 7.033651 124283.386363636 9.87472814267073 44 1
4.767857 6.150217 12730.7333333333 6.80792540792541 45 1
4.782493 8.179391 -22077 1.72963400236128 43 1
4.784003 7.156231 102108.139534884 12.4449127031908 43 1
4.785544 6.314492 92684.5333333333 8.12714987714988 45 1
4.79089 7.121383 115596.875 13.8702239789196 40 1
4.804074 6.974081 215616.025641026 17.1794871794872 39 1
